city,hotel_name,score,url,longitude_x,latitude_x,description,id_city,latitude_y,longitude_y,Average probability of precipitation,average cloud percentage,average daily temperatures
Lille,ibis Styles Lille Centre Gare Beffroi,7.8,https://www.booking.com/hotel/fr/ibis-styles-lille-centre-gare-beffroi.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRjMzY3MjA0Yy02MDg2LTQyZmQtOGZjNy1hOWU0NDYxNmI0ZWLYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=ht_id&srpvid=005d8201116d02cd&srepoch=1666117765&from=searchresults#hotelTmpl,3.06794286,50.63238245,"The ibis Styles Lille Centre Gare Beffroi is located in the centre of Lille, 600 m from Lille Flandres and Lille Europe train stations. Lille Grand Palais Convention Centre and Nouveau Siecle Convention are both 1 km away. All rooms come with a private shower room, free Wi-Fi access and a flat-screen TV. Breakfast is served every morning. Guests can relax at the bar and corporate events can be catered for in three modern meeting rooms. It is a 10-minute walk from the Euralille business and shopping district. The hotel is a 15-minute drive  from Pierre Mauroy Stadium.   This is our guests' favourite part of Lille, according to independent reviews.   Couples particularly like the location — they rated it 8.9 for a two-person trip.    ibis Styles Lille Centre Gare Beffroi has been welcoming Booking.com guests since 4 Apr 2009.  Hotel chain/brand: ibis Styles ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,The People - Lille,7.8,https://www.booking.com/hotel/fr/gastama-hostel.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRiMzM0ODcyYy03OTAzLTRkYTQtOTE0Ny1mY2QzNGYyYzFjMTbYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&nflt=ht_id&srpvid=21418201ea87005a&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.05592656,50.64574603,"You're eligible for a Genius discount at The People - Lille! To save at this property, all you have to do is sign in. Located in Lille's Old Town, The People - Lille is a hostel offering shared dormitory rooms and private rooms. Lille Grand Place is only a 10-minute walk away and the train stations are a 20-minute walk from the property. Each dormitory offers heating and shared bathroom facilities. Other rooms boast their own private bathroom. Breakfast including sweet and savoury specialities is served every morning. Guests can also enjoy a drink in the evening. Local bars and nightclubs can be found within walking distance of the property. Additional features include a 24-hour reception and free WiFi access throughout. Lille's Citadelle is located 1 km from the property.   This is our guests' favourite part of Lille, according to independent reviews.   Couples particularly like the location — they rated it 8.9 for a two-person trip.    The People - Lille has been welcoming Booking.com guests since 26 Dec 2012.  Hotel chain/brand: People Hostel ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,"Crowne Plaza Euralille, an IHG Hotel",7.8,https://www.booking.com/hotel/fr/crowneplazaeuralille.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRjMzY3MjA0Yy02MDg2LTQyZmQtOGZjNy1hOWU0NDYxNmI0ZWLYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=ht_id&srpvid=005d8201116d02cd&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.07568908,50.63993565,"The Crowne Plaza Euralille is located opposite Gare de Lille-Europe, with direct links to Paris and London. The hotel is 1.6 km from Lille Grand Palais and 1.8 km from Nouveau Siecle Convention Centre. It offers a fitness room and free high speed WiFi. All guestrooms and suites are spacious and luxurious. Each offers a panoramic view of the city and is equipped with private bathrooms with bath and shower and TV. The restaurant, Le Plaza, features traditional and regional French cuisine with buffet and à la carte selections. Le Copper, the hotel bar, offers a warm and peaceful atmosphere to relax with a drink. The hotel is just a 10-minute walk from the old town and a 20-minute walk from the Musee des Beaux-Arts. The Crowne Plaza Euralille is 9 km from Pierre Mauroy Stadium   This is our guests' favourite part of Lille, according to independent reviews.   Couples particularly like the location — they rated it 8.5 for a two-person trip.    Crowne Plaza Euralille, an IHG Hotel has been welcoming Booking.com guests since 15 Jun 2010.  Hotel chain/brand: Crowne Plaza Hotels & Resorts ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Best Western Urban Hotel,7.8,https://www.booking.com/hotel/fr/hotel-spa-grand-palais-lille.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRiMzM0ODcyYy03OTAzLTRkYTQtOTE0Ny1mY2QzNGYyYzFjMTbYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=46&sr_order=popularity&nflt=ht_id&srpvid=21418201ea87005a&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.07548121,50.62326,"“When elegance and modernity meet an old mansion…” The Urban Hotel is originally the home of a former spinner, Monsieur Pouillet, at the time when Lille and its metropolis prospered thanks to the weaving industry. Dating from 1880, it continues to shine as a hotel complex with its Napoleon III style, marble floors and original mouldings. Located 2 km from the centre, 1.4 km from the Grand Palais and 2.5 km from Old Lille, take advantage of our free parking to walk, by metro (Porte de Valencienne 4 minutes, directly connecting Lille-Europe and Lille-Flandres stations) or by bike thanks to the V'lille station, which is also less than 4 minutes away. Our rooms, renovated in 2022, invite you to a moment of rest after a day of tourism or work & before a tasty breakfast where we prefer local products. Our rooms will seduce you with their sleek design as well as their comfort and amenities. The Rococo Restaurant offers creative cuisine based on local products offered by our Chef Jean-François and his team. On sunny days, relax in the sun on our terrace or in our garden.    Best Western Urban Hotel has been welcoming Booking.com guests since 4 May 2010.  Hotel chain/brand: Best Western ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Residhotel Lille Vauban,7.7,https://www.booking.com/hotel/fr/residhotel-lille-vauban.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRiMzM0ODcyYy03OTAzLTRkYTQtOTE0Ny1mY2QzNGYyYzFjMTbYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&nflt=ht_id&srpvid=21418201ea87005a&srepoch=1666117765&from=searchresults#hotelTmpl,3.04668635,50.63220722,"Residhotel Lille Vauban is ideally situated in the residential Vauban district, just a 20-minute walk from Lille Old Town. Free Wi-Fi internet access is available free of charge in the rooms. The property offers studios equipped with a kitchenette with Nespresso coffee machine, a flat-screen TV and a desk. Apartments fitted with a kitchen with Nespresso coffee machine, a dining area and a living area are also available. Each accommodation features a private bathroom. Breakfast buffet is available at a surcharge at Residhotel Lille Vauban. From your aparthotel, the 45 hectares of the Bois de Boulogne is just 10 minutes away by walk, while Lille Grand Place is 20 minutes from Residhotel Lille Vauban. Nouveau Siecle Convention Centre is a 20 minutes walking distance from the property.   Couples particularly like the location — they rated it 8.3 for a two-person trip.    Residhotel Lille Vauban has been welcoming Booking.com guests since 26 May 2009.  ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Alliance Lille - Couvent Des Minimes,7.7,https://www.booking.com/hotel/fr/alliance-lille-couvent-des-minimes.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRjMzY3MjA0Yy02MDg2LTQyZmQtOGZjNy1hOWU0NDYxNmI0ZWLYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&nflt=ht_id&srpvid=005d8201116d02cd&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.0546277,50.63786885,"You're eligible for a Genius discount at Alliance Lille - Couvent Des Minimes! To save at this property, all you have to do is sign in. Alliance Lille - Couvent Des Minimes is a 17-century former convent located 5 minutes from the centre of Lille. Nouveau siecle Convention Centre is 450 m from Alliance Lille Couvent des Minimes. The hotel offers a luxurious lounge area and patio covered by a glass roof. Each air-conditioned room has stylish décor and equipped Canal+ satellite TV and a minibar. They also have a marble bathroom and free Wi-Fi access. Le Jardin du Cloître restaurant serves a buffet breakfast daily and local cuisine based on fresh market products. L’Échiquier Piano Bar offers live entertainment every evening. Alliance Lille - Couvent Des Minimes sits just 150 m from Bois de Boulogne, a leafy 50-hectare park. It is also 15 minutes from both Lille Europe and Lille Flandre SNCF/TGV Train Stations by car. Lille Grand Palais is 6 km from Alliance Lille - Couvent Des Minimes, while Pierre Mauroy Stadium is 6 km away.   This is our guests' favourite part of Lille, according to independent reviews.   Couples particularly like the location — they rated it 8.9 for a two-person trip.    Alliance Lille - Couvent Des Minimes has been welcoming Booking.com guests since 11 Apr 2007.  ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Mercure Lille Centre Vieux Lille,7.6,https://www.booking.com/hotel/fr/mercure-llile-vieux.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRjMzY3MjA0Yy02MDg2LTQyZmQtOGZjNy1hOWU0NDYxNmI0ZWLYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id&srpvid=005d8201116d02cd&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.06659639,50.64173829,"Mercure Lille Centre Vieux Lille is located in the heart of the historic centre of Lille, just a 10-minute walk from Lille-Flandres Train Station and 10 km from Pierre Mauroy Stadium. It offers a bar and air-conditioned rooms with free Wi-Fi. The contemporary guest rooms are equipped with a flat-screen TV, a mini-fridge and facilities for making tea and coffee. Each has a private bathroom complete with a hairdryer. All rooms are serviced by an elevator. A buffet breakfast is served each morning in the hotel’s bright breakfast room. In the evening, guests are invited to relax with a drink in the hotel’s bar. Breakfast and drinks can also be enjoyed on the hotel’s terrace during the summer months. The hotel’s reception desk is open 24 hours a day and there is a secure underground car park, available at a surcharge. Luggage storage and free newspapers are offered at the hotel. 4 meeting rooms are available at an extra cost. Charging stations for electric cars are available at this property. Lille’s Grand Place is located 350 m from the hotel and Lille-Europe Train Station is a 15-minute walk away. Nouveau Siècle Convention Centre is 850 m away.   This is our guests' favourite part of Lille, according to independent reviews.   Couples particularly like the location — they rated it 9.1 for a two-person trip.    Mercure Lille Centre Vieux Lille has been welcoming Booking.com guests since 17 Apr 2003.  Hotel chain/brand: Mercure ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,"Duplex Savane, Lille",7.6,https://www.booking.com/hotel/fr/duplex-savane-lille.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiQxMDdlOWU5NS05MWViLTRjMWUtYjBhZC0zY2VkNDA5YjQwZDbYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&nflt=ht_id&srpvid=72b28202a3b80215&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.0843872,50.6356376,"You're eligible for a Genius discount at Duplex Savane, Lille! To save at this property, all you have to do is sign in. Located in Lille, less than 1 km from Aeronef and a 12-minute walk from Zénith of Lille, Duplex Savane, Lille offers free WiFi, a casino and air conditioning. The property is 800 m from Tour de Lille and 1.7 km from Hospice Gantois. This apartment includes 1 bedroom, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 1 bathroom with a bath and a washing machine. Towels and bed linen are provided in this accommodation. Popular points of interest near the apartment include Lille Grand Palais, Lille Europe Train Station and Lille Flandres Train Station. The nearest airport is Lille, 10 km from Duplex Savane, Lille, and the property offers a paid airport shuttle service.   Couples particularly like the location — they rated it 8.8 for a two-person trip.    Duplex Savane, Lille has been welcoming Booking.com guests since 23 May 2021.    Distance in property description is calculated using © OpenStreetMap ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Hotel Art Deco Euralille,7.6,https://www.booking.com/hotel/fr/hotelsrtdecoromarinlille.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRiMzM0ODcyYy03OTAzLTRkYTQtOTE0Ny1mY2QzNGYyYzFjMTbYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&nflt=ht_id&srpvid=21418201ea87005a&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.07587147,50.64602156,"You're eligible for a Genius discount at Hotel Art Deco Euralille! To save at this property, all you have to do is sign in. Located 1 km from Lille-Europe Train Station, Hotel Art Deco Euralille is situated in the heart of the Euralille business district. The Grand Place is a 20-minute walk away, while Lille Grand Palais and Nouveau Siècle Convention Centre are 1.7 km from Hotel Art Deco Euralille. This hotel features an on site bar. Rooms are bright and have an Art Deco design. They each have air-conditioning, a satellite TV and free WiFi access. All rooms are serviced by a lift. In the evening, guests are invited to relax in the hotel’s bar, which features a stained glass ceiling from the 1930s and leather chairs. There is also a library at the disposal of guests. Romarin Metro and Tram Station is located in front of the hotel and offers direct access to Lille Flandres Station.   Couples particularly like the location — they rated it 8.0 for a two-person trip.    Hotel Art Deco Euralille has been welcoming Booking.com guests since 8 Oct 2009.  ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,NOCNOC-Grand Place-La Perle,7.5,https://www.booking.com/hotel/fr/nocnoc-grand-place-la-perle.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiQxMDdlOWU5NS05MWViLTRjMWUtYjBhZC0zY2VkNDA5YjQwZDbYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&nflt=ht_id&srpvid=72b28202a3b80215&srepoch=1666117765&from=searchresults#hotelTmpl,3.0632158,50.6375686,"You're eligible for a Genius discount at NOCNOC-Grand Place-La Perle! To save at this property, all you have to do is sign in. Featuring city views, NOCNOC-Grand Place-La Perle offers accommodation with a balcony and a kettle, around 300 m from Printemps Gallery. The Hospice Gantois and the Lille Opera are within less than 1 km and a 2-minute walk of the apartment, and free WiFi is provided. The apartment includes 4 bedrooms, 2 bathrooms with a shower, a seating area, and a kitchen with a dishwasher. Towels and bed linen are featured in the apartment. Popular points of interest near NOCNOC-Grand Place-La Perle include Grand Place Lille, Coilliot House and Lille Flandres Train Station. The nearest airport is Lille Airport, 11 km from the accommodation.   This is our guests' favourite part of Lille, according to independent reviews.    NOCNOC-Grand Place-La Perle has been welcoming Booking.com guests since 28 May 2019.    Distance in property description is calculated using © OpenStreetMap ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Auberge de Jeunesse HI Lille,7.5,https://www.booking.com/hotel/fr/auberge-de-jeunesse-hi-lille.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiQxMDdlOWU5NS05MWViLTRjMWUtYjBhZC0zY2VkNDA5YjQwZDbYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=popularity&nflt=ht_id&srpvid=72b28202a3b80215&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.080742,50.624178,"You're eligible for a Genius discount at Auberge de Jeunesse HI Lille! To save at this property, all you have to do is sign in. Set in Lille and with Lille Grand Palais reachable within less than 1 km, Auberge de Jeunesse HI Lille offers a bar, allergy-free rooms, free WiFi throughout the property and a garden. Boasting a shared kitchen, this property also provides guests with a terrace. The accommodation provides evening entertainment and a 24-hour front desk. Continental and buffet breakfast options are available every morning at the hostel. Guests at Auberge de Jeunesse HI Lille will be able to enjoy activities in and around Lille, like cycling. Popular points of interest near the accommodation include Lille Flandres Train Station, Zénith of Lille and Hospice Gantois. The nearest airport is Lille Airport, 9 km from Auberge de Jeunesse HI Lille.    Auberge de Jeunesse HI Lille has been welcoming Booking.com guests since 16 Sept 2020.    Distance in property description is calculated using © OpenStreetMap ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Hôtel Saint Maurice,7.5,https://www.booking.com/hotel/fr/hotelsaintmaurice.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRiMzM0ODcyYy03OTAzLTRkYTQtOTE0Ny1mY2QzNGYyYzFjMTbYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&nflt=ht_id&srpvid=21418201ea87005a&srepoch=1666117765&from=searchresults#hotelTmpl,3.06783289,50.63557145,"Located in a quiet pedestrian area in the centre of Lille, next to the Saint Maurice Gothic church, the hotel offers free WiFi access in all areas. Nouveau Siecle Convention Centre is 850 m from Hôtel Saint Maurice. Hôtel Saint Maurice features 38 rooms accessible by lift. Each room features a flat-screen TV and free WiFi access. The hotel is 10 minutes walking from the old town and its museums. Lille Grand Place is 450 m away, while Lille Grand Palais is 1.5 km from the hotel. Public parking is available at a surcharge near the property.   This is our guests' favourite part of Lille, according to independent reviews.   Couples particularly like the location — they rated it 9.5 for a two-person trip.    Hôtel Saint Maurice has been welcoming Booking.com guests since 27 May 2010.  ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Best Hôtel Lille,7.5,https://www.booking.com/hotel/fr/besthotel_lille.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRjMzY3MjA0Yy02MDg2LTQyZmQtOGZjNy1hOWU0NDYxNmI0ZWLYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&nflt=ht_id&srpvid=005d8201116d02cd&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.05190325,50.62603955,"Set near the Gambetta Métro station, in the city centre of Lille, this hotel-restaurant welcomes you 1 km from the Fine Arts Museum, 2 km from Lille Grand Palais and 300 m from the Maison Folie de Wazemmes. The Best Hôtel Lille is ideal for both business and leisure stays. It offers easy access from the main roads, secure, covered parking, bicycle storage and a restaurant serving buffet food. The rooms are all equipped with a working area with high-speed, free Wi-Fi. Nouveau Siècle Convention Centre is 1.6 km away.    Best Hôtel Lille has been welcoming Booking.com guests since 4 Jul 2005.  ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Hôtel Calm Lille,7.5,https://www.booking.com/hotel/fr/calm-lille.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRjMzY3MjA0Yy02MDg2LTQyZmQtOGZjNy1hOWU0NDYxNmI0ZWLYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=ht_id&srpvid=005d8201116d02cd&srepoch=1666117765&from=searchresults#hotelTmpl,3.06970725,50.63528798,"You're eligible for a Genius discount at Hôtel Calm Lille! To save at this property, all you have to do is sign in. Hôtel Calm Lille is set in the Lille City Centre district in Lille, only a 3-minute walk from the Gare de Lille Flandres Train Station and 1 km from both Nouveau Siecle and Grand Palais Convention Centre. Free WiFi is available throughout the property. The rooms are equipped with a flat-screen TV and feature a private bathroom with a bath or shower. Extra features include a wardrobe and a desk. There is a 24-hour front desk at the property and a room to store guests’ luggage. Hairdryers can be requested at reception. Arras is 44 km from Hôtel Calm Lille, while Kortrijk is 26 km from the property. Ypres is 27 km from the hotel, while Lesquin Airport is 8 km from the property. Hôtel Calm Lille is 16-minute drive away from Pierre Mauroy Stadium.   This is our guests' favourite part of Lille, according to independent reviews.   Couples particularly like the location — they rated it 9.1 for a two-person trip.    Hôtel Calm Lille has been welcoming Booking.com guests since 20 Oct 2015.  ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Kyriad Lille Gare - Grand Palais,7.4,https://www.booking.com/hotel/fr/kyriad-lille-gare-grand-palais.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRjMzY3MjA0Yy02MDg2LTQyZmQtOGZjNy1hOWU0NDYxNmI0ZWLYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=ht_id&srpvid=005d8201116d02cd&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.0831188,50.63637015,"Located 1 km from Lille Grand Palais and the Euralille business area, Kyriad Lille Gare - Grand Palais offers soundproofed rooms with free WiFi access. A free, closed private parking is also available. Each room at Kyriad Lille Gare - Grand Palais includes a flat-screen TV, a telephone and a courtesy tray with tea and coffee. The brightly-decorated rooms have an en suite bathroom with shower and hairdryer. A buffet breakfast is available daily. You can enjoy meals 24-hour a day in the restaurant or in the comfort of your room. After dinner you can relax with a drink from the hotel's bar or watch some TV in the lounge area. Other facilities include a meeting room. The nearest metro station to the hotel is Caulier (Line 1), 450 m away. The hotel is ideally situated a 7-minute walk from Lille Europe Train Station and a 10-minute walk from Lille Flandres Train Station. The Zénith and Aéronef concert halls are respectively an 8 and 10-minute walk away and the Grand Place is a 10-minute walk from the hotel. Pierre Mauroy Stadium is 10 km from Kyriad Lille Gare - Grand Palais. The N356 road is easily accessed and is a 3-minute drive away.    Kyriad Lille Gare - Grand Palais has been welcoming Booking.com guests since 14 Feb 2001.  Hotel chain/brand: Kyriad Hotel ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Appart'City Confort Lille Grand Palais,7.2,https://www.booking.com/hotel/fr/appart-city-lille-grand-palais.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRiMzM0ODcyYy03OTAzLTRkYTQtOTE0Ny1mY2QzNGYyYzFjMTbYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&nflt=ht_id&srpvid=21418201ea87005a&srepoch=1666117765&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,3.08113396,50.62905798,"Located in Lille City Centre, this residence is 700 m from the Grand Palais and a 15-minute drive from Lille Grand Palais Convention Centre. It offers modern apartments with free Wi-Fi access and a flat-screen TV. Public parking is available on site. The kitchenette in the soundproofed apartments includes a microwave, a fridge and a coffee maker. Each apartment features a seating area and dining area. All apartments have a private bathroom and are serviced by a lift. A buffet breakfast is served from Monday to Sunday at the Appart'city Lille Grand Palais and is composed of various breads, including gluten-free bread, pastries, fresh and hot beverages. Cheeses and yogurts are also provided. Vending machines selling drinks are available at reception. Lille-Flandres Train Station is 1 km from the hotel and Lille Grand Palais Metro Station is 900 m away. The property is a 12-minute drive from Pierre Mauroy Stadium.    Appart'City Confort Lille Grand Palais has been welcoming Booking.com guests since 4 Sept 2009.  Hotel chain/brand: Appart'City ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
Lille,Séjours & Affaires Lille Europe,7.2,https://www.booking.com/hotel/fr/residence-lille-europe.en-gb.html?aid=304142&label=gen173nr-1DCAQoggJCDHNlYXJjaF9saWxsZUgzWARoTYgBAZgBCbgBGcgBD9gBA-gBAfgBA4gCAagCA7gChOG7mgbAAgHSAiRjMzY3MjA0Yy02MDg2LTQyZmQtOGZjNy1hOWU0NDYxNmI0ZWLYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&nflt=ht_id&srpvid=005d8201116d02cd&srepoch=1666117765&from=searchresults#hotelTmpl,3.07490923,50.63647023,"This residence is located in the city centre of Lille, in the heart of the business district and between Lille-Flandres and Lille-Europe Train Stations, less than 600 m from each. It proposes apartments with free internet access, 8 km from Pierre Mauroy Stadium, 1.2 km from Nouveau Siècle Convention Centre and 850 m from Lille Grand Palais. Each studio or apartment includes a flat-screen TV with cable channels. All have a desk, sofa bed and an en suite bathroom with bathtub or shower. Breakfast is available each morning in the form of a buffet. You can prepare other meals in the fully equipped kitchenette with a dining area and hot plates. Séjours & Affaires Lille Europe is easily accessible from the N356 motorway, a 12-minute drive away. Lille-Lesquin is 10.8 km away and the citadel of Lille is a 30-minute walk.   This is our guests' favourite part of Lille, according to independent reviews.   Couples particularly like the location — they rated it 8.7 for a two-person trip.    Séjours & Affaires Lille Europe has been welcoming Booking.com guests since 31 Aug 2006.  Hotel chain/brand: Séjours & Affaires Apparthotel ",8,50.6365654,3.0635282,0.73390625,82.34375,17.853125
